,function,size,pvalue,statistic
1481,ipv4_dst_check,56,0.041152266393626784,-2.248730732130795
391,shmem_lock,56,0.041424427461649156,2.196158039606207
516,shmem_unlink,56,0.042106016389878445,2.1879578095409946
1269,nvme_pci_complete_batch,56,0.042508927343644275,2.1929608883876877
607,ext4_cache_extents,56,0.0426625143787274,-2.1813523582675014
801,ext4_inode_journal_mode,56,0.04271020054181152,2.180790019740747
1471,nvme_setup_cmd,56,0.04296153719200797,2.177835611019333
631,do_proc_dointvec_minmax_conv,56,0.04456091686961635,-2.1593979131798715
855,dl_task_check_affinity,56,0.044985286269539654,2.154607473254079
1222,nonseekable_open,56,0.0450632192662585,2.153732229817132
807,dentry_needs_remove_privs,56,0.045934539538733214,2.144039743039023
1561,inet_gro_receive,56,0.046755877513606284,2.2393328819501415
1571,mempool_kfree,56,0.04700054993233545,2.3456332971520486
1211,mod_delayed_work_on,56,0.04712352083034038,2.1310809766578886
1743,kernel_wait4,56,0.047421594513399785,2.1731795852422437
909,filemap_get_folios,56,0.047432234994321934,2.127765082253252
694,devlink_compat_switch_id_get,56,0.04880385597194509,-2.113266292266575
1111,fscrypt_policy_to_inherit,56,0.04886671534219286,-2.112610764932972
1694,is_file_shm_hugepages,56,0.0503146694705843,-2.1414153460367666
1516,inet_bind2_bucket_destroy,56,0.05052294918911968,2.357551639824672
878,enqueue_task_stop,56,0.051552040184595666,2.0852989512715863
1288,nvme_cleanup_cmd.part.0,56,0.052462293490954555,2.0763336754642627
735,ext4_free_inodes_count,56,0.05274958127382691,-2.073533389059673
687,ext4_discard_work,56,0.053977443110235564,2.0702030056311456
770,ext4_inode_bitmap,56,0.05548388313607558,-2.0475510871331575
728,do_poll.constprop.0,56,0.05565147730615674,2.0459964832217854
820,dst_release,56,0.05627118301079613,2.0402845769370606
971,ib_enum_all_devs,56,0.05723831292448079,-2.031482865082476
1559,inet_bind_bucket_destroy,56,0.057254000103759216,2.27264219681046
1014,inet6_fill_ifla6_attrs,56,0.05886118043275091,-2.0170102423344765
358,shmem_get_unmapped_area,56,0.060333493476765726,2.004187751645769
13,check_locality,56,0.06164130861534653,2.061187748977423
513,round_jiffies_relative,56,0.06280373289942182,1.9832926616734572
954,folio_init_buffers,56,0.06293649678491171,1.9821906537809035
514,skb_attempt_defer_free,56,0.06352481798143417,1.9773322221017038
1051,inet6_ioctl,56,0.06397875071700856,-1.9736110595036533
603,enqueue_task_rt,56,0.06474863975089402,2.0749077617587433
1364,node_page_state,56,0.06543794557740032,-1.9618071686699836
638,ext4_convert_inline_data,56,0.06584767146737815,1.9585351041125947
642,ext4_es_can_be_merged.isra.0,56,0.06591166592778513,1.9580256892673744
480,security_inode_rmdir,56,0.06718270241751115,1.9479983080139542
1522,lock_mm_and_find_vma,56,0.06877844665204376,1.9713646620393392
1057,filemap_get_read_batch,56,0.06933691600336066,1.9313836312707027
1631,mb_clear_bits,56,0.06940102248689849,1.9663969455776475
623,ext4_mb_normalize_request.constprop.0,56,0.06970577366503827,-1.9285849987753543
1760,inet_twsk_free,56,0.07095921749541055,2.1272360952910243
688,ext4_get_group_info,56,0.07206387845457439,-1.9109985076540625
1436,nvme_irq,56,0.07328102141919259,1.9169411242790975
1393,physical_package_id_show,56,0.07335850607006708,1.901559595575714
845,csum_partial,56,0.07365195890956995,-1.899440643147925
1218,nvme_pci_setup_prps,56,0.0740696976756922,1.8964371280018717
1045,find_vpid,56,0.07458786542281826,1.9384767939348562
1091,inet6_dump_addr,56,0.07483409662421228,-1.8909798052314732
931,get_proc_task_net,56,0.07504637431215415,1.8894730388923724
551,sk_ioctl,56,0.07628420556563897,1.8807612087233305
1770,kfree_skb_partial,56,0.07628943650160953,-2.22870086331436
529,sockopt_lock_sock,56,0.07705315000865258,1.875412151016325
1290,netlink_table_ungrab,56,0.07779919233625901,-1.8702673070869877
1625,insert_inode_locked,56,0.07858556158889227,-1.8974580506037926
1227,napi_skb_cache_put,56,0.07879351758525129,1.8775674792249228
1529,inet_twsk_kill,56,0.07940146106071562,2.051099254212546
1355,nla_put_ifalias,56,0.08059035646160305,-1.8513972838671584
1209,netif_receive_skb_list_internal,56,0.0808443002696985,-1.9661257455705339
412,security_bpf,56,0.08099854688771871,1.8486861023040422
402,release_sock,56,0.08113270568987639,1.8477976521170558
1021,ext4_used_dirs_set,56,0.08125157975260137,-1.847011503145967
1063,ext4_write_inode,56,0.08154083135288809,1.9365847494298671
317,sock_def_wakeup,56,0.0817369466841263,1.8438120967208214
21,blocking_notifier_call_chain,56,0.08221418531483106,-1.8543529094072797
577,cubictcp_acked,56,0.08400459270530007,1.8290821880591464
679,enqueue_timer,56,0.08419390590670692,1.8278683245033582
1683,inet_lhash2_bucket_sk,56,0.08434014226140908,-1.8578885391051314
737,ext4_put_io_end,56,0.08531162284965618,1.8207500250008835
1654,inet_twsk_bind_unhash,56,0.08581401101751761,1.9984599393415023
1597,ldsem_down_read_trylock,56,0.08721192335285262,1.8390410437128306
1286,pid_nr_ns,56,0.08849171773683569,-1.8009351381241336
625,cubictcp_state,56,0.08876106055490696,1.7992856458551651
1299,mod_find,56,0.09183285512447596,-1.7807763406465291
723,ext4_ext_search_right,56,0.09228809280656493,-1.7780793636638064
566,skb_trim,56,0.0935671921120199,-1.7705630880605476
633,ext4_es_init_tree,56,0.09804708497271668,-1.7449237585115898
750,ext4_inc_count,56,0.09827129652093712,-1.7436674517428805
894,hugetlb_report_usage,56,0.10158725770369699,-1.7253711829899272
546,pwq_activate_inactive_work,56,0.10162322777271088,1.7862218340003289
741,current_is_workqueue_rescuer,56,0.10378607690008224,1.7135213517981005
1672,mem_cgroup_charge_skmem,56,0.10536688898163007,-1.7312914440540772
654,ext4_itable_unused_count,56,0.10615586936811112,-1.7009899360213738
1053,gro_list_prepare,56,0.10623837020570695,1.711833927217984
308,rwsem_wake.isra.0,56,0.10682902686490636,1.79143114540578
1576,jbd2_journal_stop,56,0.10869850841214444,1.7133272946238591
1535,inet_csk_route_child_sock,56,0.11109347127242106,-1.7007098096743143
1372,process_backlog,56,0.11136195000911565,1.6742830200015593
1713,lookup_nulls_elem_raw,56,0.11157405186940665,1.6982066900383515
628,do_sched_rt_period_timer,56,0.11277536241485589,1.66721717749174
283,rtnl_port_fill,56,0.11320594264652993,-1.6650796962310659
1113,br_init,56,0.11416849942240644,2.6998617641892104
1704,ipv4_conntrack_defrag,56,0.11427066221261505,-1.6843337404330232
736,ext4_match.part.0,56,0.11440435267410272,-1.659166918907181
803,ext4_alloc_io_end_vec,56,0.11501102093145449,1.6561938418909188
1180,find_mergeable_anon_vma,56,0.11551677041427429,1.6537255425549036
1627,inet_send_prepare,56,0.11974924314728734,-1.6570065156312659
1490,inode_query_iversion,56,0.12085058853855186,1.6516446866512544
1303,osq_lock,56,0.12130311181079725,-1.626121235128441
1022,hugetlb_report_meminfo,56,0.12356536274143398,-1.6156323676601971
505,security_shm_free,56,0.1264633466624699,1.6024308891818133
501,skb_pull,56,0.12652238990075843,-1.6021645924017733
969,fput,56,0.12745014844680969,1.5979939317261866
1652,mem_cgroup_sk_free,56,0.12936415454612926,-1.6115676526371734
872,dquot_initialize,56,0.13136779361111817,1.5806598800601745
857,ext4_mb_unload_buddy,56,0.1340301572781507,-1.569126502030263
463,security_socket_setsockopt,56,0.13433735017671403,1.567808146272234
1558,invalidate_inode_buffers,56,0.13711963323504134,1.5769911012697415
719,ext4_insert_dentry,56,0.13800415683227776,-1.55226350072154
1097,get_avenrun,56,0.13863161097853918,-1.5496382539154
1004,fl6_free_socklist,56,0.1392209455571592,-1.5471815238504933
1721,is_dx_dir,56,0.13972706745973915,1.565742435774681
1314,netlink_dump_done,56,0.13995896156839646,-1.5441172100774625
1511,jiffies_to_usecs,56,0.1400455375856007,-1.5643808467534839
594,deferred_put_nlk_sk,56,0.1404380666681991,-1.54213513082959
1188,find_inode_bit,56,0.1434567024382369,-1.5297749413638728
667,do_sysinfo.isra.0,56,0.1449179534057207,1.5238692652864034
1061,find_get_pmu_context,56,0.1460383209163353,-1.5193747017717643
1170,fscrypt_setup_filename,56,0.1475168988263966,-1.5134867169821533
787,ext4_es_delayed_clu,56,0.15040951918170486,-1.5021077805890102
1043,folio_account_cleaned,56,0.1509219013021768,-1.500111094142425
1674,mem_cgroup_wb_stats,56,0.15229712643967055,1.5206283145540727
658,drop_buffers.constprop.0,56,0.15416615491638228,1.4875970297165582
1583,inet_put_port,56,0.15560310436197675,-1.5008675217222212
811,ext4_orphan_del,56,0.15715299306208064,-1.476266386142712
708,ext4_itable_unused_set,56,0.1577223936195151,-1.4821689713618638
1705,ktime_get_seconds,56,0.15875965598205874,-1.488640865822876
1163,futex_q_unlock,56,0.15914352872160062,1.4688131995744969
129,allocate_slab,56,0.1618244939607433,1.466746381350856
786,cubictcp_cong_avoid,56,0.16320243960542188,1.453849276781751
427,sk_free,56,0.16474329195014487,1.4482483436299134
596,ext4_last_io_end_vec,56,0.16567965804585963,-1.4448655640981285
617,ext4_io_submit_init,56,0.16790351743071405,1.4368935737323234
1155,ext4_update_bh_state,56,0.16850592104713394,1.4347489223110832
201,alloc_aggr_kprobe,56,0.16921951433159724,-1.4397414179083843
866,ext4_ext_correct_indexes,56,0.17474175446964524,-1.412906786626118
1039,hashlen_string,56,0.17507512657828808,1.4117570012286644
1707,ipc_rmid,56,0.17787186320164833,-1.4186720393501981
806,ext4_init_pending_tree,56,0.17854329481232994,-1.3998992768781342
698,ext4_free_group_clusters,56,0.17871334665823962,1.399322668126223
702,ext4_inode_is_fast_symlink,56,0.18114242883639511,-1.3911340968869024
535,sk_forced_mem_schedule,56,0.18199141958259904,1.3882929614240807
979,inat_get_escape_attribute,56,0.18380273460067148,-1.3822668812045442
1323,put_crypt_info,56,0.18452359752515163,1.3798819068324817
420,show_cpus_attr,56,0.18644838540871916,1.3735501892120907
1746,inet_csk_route_req,56,0.18680851817155297,-1.3880748148476556
829,ext4_es_find_extent_range,56,0.18694264256097892,-1.3719327592921253
824,ext4_free_group_clusters_set,56,0.18758356511849206,-1.3698404688020718
861,ext4_fname_free_filename,56,0.1887165159106685,-1.3661559132208327
709,ext4_fname_from_fscrypt_name,56,0.1892130450267472,-1.3645466890066142
1710,inode_add_bytes,56,0.1925529829828124,-1.3690353460562579
1368,put_ctx,56,0.19393428281431188,1.3494115160273663
956,find_group_orlov,56,0.19555303358688456,-1.3442897895262467
582,device_get_ownership,56,0.19590796793058304,1.3858827109877414
1013,ext4_trim_interrupted,56,0.2003235568368524,1.329389276785656
275,balance_fair,56,0.20318548058546898,-1.3268464328224636
1635,inet_sk_rebuild_header,56,0.20330272791624207,-1.352697793929334
725,ext4_mb_pa_put_free,56,0.20471410099945006,-1.3159219502315658
1219,nvme_setup_discard,56,0.2060349520408754,1.3119150902226093
552,show_node_state,56,0.20629484166134682,1.3111290887444695
595,ext4_fname_setup_ci_filename,56,0.20948925255714224,-1.30153112156735
300,rwsem_spin_on_owner,56,0.21063274594611792,-1.298123325541525
1517,kmem_cache_alloc_node,56,0.21390817103238458,-1.302070447259289
1732,jbd2__journal_start,56,0.21447473303091424,1.3003685774652163
1365,node_page_state_pages,56,0.21488474168767513,1.2855775771847842
964,gve_intr_dqo,56,0.21548315308090274,1.2932629824134265
684,domain_dirty_limits,56,0.21551522913600765,1.2837338696018619
394,put_rng,56,0.21663234503562684,1.293920159216906
661,ext4_mb_use_best_found,56,0.2173930993067009,-1.2782673441067511
306,security_inet_conn_request,56,0.21750555505026364,1.2779411541637342
59,apparmor_inet_conn_request,56,0.21783929817458017,1.2827860748896938
1041,get_rsvd,56,0.2179328030717878,1.276703073500146
991,get_random_u32,56,0.21819192566392695,1.275953109067873
549,seq_put_hex_ll,56,0.21822090043787673,-1.2758692921275137
881,end_buffer_async_write,56,0.21874504907872416,1.4059143357983022
764,do_mkdirat,56,0.22138561416224067,1.2667662837515217
554,sk_filter_trim_cap,56,0.22249140950213148,1.2636094287287702
1486,inet_sk_state_store,56,0.22409303542547054,-1.2720099944612904
768,ext4_mb_free_metadata,56,0.22487406312685473,1.2568485449180935
1100,gve_rx_copy,56,0.2257794990287622,1.2632577560234093
41,account_event,56,0.22603707655428815,-1.2591493021393299
953,get_unused_fd_flags,56,0.2274995444309665,1.2494626158638524
722,eth_type_trans,56,0.22784984487565135,-1.2484821548403753
730,dequeue_skb,56,0.22792568230115356,1.253799278378967
944,find_idlest_group,56,0.23676058887595647,1.22392389176246
1662,kobj_to_hstate,56,0.23836699812522352,-1.2316522708599227
381,sock_def_write_space,56,0.24122212526070042,-1.2118935739346846
1301,netlink_getname,56,0.24234062326223368,-1.208904299311617
1203,gve_try_recycle_buf.isra.0,56,0.24372054423889142,1.272828693476801
743,dma_unmap_page_attrs,56,0.2447539236561228,1.2024902370203527
1044,fq_codel_dequeue,56,0.24624235052902463,1.210191973994034
816,ext4_mb_use_preallocated.constprop.0,56,0.24640925785343815,-1.1981184908523643
1273,pcpu_nr_pages,56,0.2466127481999158,1.1975826149861877
626,dev_fetch_sw_netstats,56,0.24804679343617664,-1.1938156656757943
733,ext4_fc_track_unlink,56,0.24862311676837628,1.1923064375910206
477,special_mapping_name,56,0.2506741622234639,-1.1869567595601624
1112,gve_has_avail_slots_tx_dqo,56,0.2514615681086535,1.189851733621951
1129,gve_unmap_packet,56,0.2516392320712679,1.189386884948713
883,ext4_block_bitmap,56,0.2520308376103473,-1.183436378489654
772,ext4_init_security,56,0.252803530040031,-1.1814377545235082
884,ext4_mb_check_limits,56,0.25323288933510896,-1.1803291814390626
904,file_modified_flags,56,0.2539209504298471,-1.1785556176926089
986,ext4_wait_block_bitmap,56,0.2545935763094212,1.176825344591729
854,dcache_dir_open,56,0.2551342426316775,-1.1754370256515612
856,eventfd_release,56,0.2561106690582034,1.1729353772005815
1706,kallsyms_lookup_size_offset,56,0.2564477910744688,-1.1831619233520083
707,dev_gro_receive,56,0.25824838228535024,1.1722695827207055
671,do_fault,56,0.2593804968914088,-1.164609887279997
407,sock_copy,56,0.26046687045490713,1.1618612792715701
9,cgroup_update_frozen,56,0.2607167853007317,1.1659620090587954
1179,flush_to_ldisc,56,0.26187363272036634,-1.1583148195903756
1006,fib_lookup_good_nhc,56,0.26292829102740667,1.155665374076788
1140,group_sched_out,56,0.2629922223488228,-1.1555050260014323
1069,hugetlb_total_pages,56,0.2657123637538242,-1.1487094195932095
1359,osq_unlock,56,0.26655908842062137,-1.1466047012619531
1205,gve_dec_pagecnt_bias,56,0.2720608554477491,1.2092183899942721
686,ext4_set_inode_flags,56,0.27322969904292954,-1.130195287009402
438,sk_setup_caps,56,0.2733634948654876,1.12986921657859
645,dev_show,56,0.2750624443289618,-1.125739004588371
1604,invalid_mkclean_vma,56,0.2760804449361865,1.1812390494925356
821,event_sched_out,56,0.27625958270409406,-1.1228400497925475
666,ext4_es_cache_extent,56,0.27635954422585635,-1.1225984067811523
995,guarantee_online_cpus,56,0.2764377652811259,1.122409363398142
1145,gve_tx_fill_pkt_desc_dqo.constprop.0,56,0.27845752042057087,1.1219063710427457
644,ext4_inode_to_goal_block,56,0.27975467064215387,-1.1144292466666037
1047,fscrypt_put_encryption_info,56,0.28249154138112553,1.1078970107656072
64,addrtype_mt_v1,56,0.28264498014047407,1.1427117729798504
1071,find_best_ips_proto,56,0.28296405308066624,1.1067739621368557
1671,kernel_fpu_begin_mask,56,0.28306745356483054,1.178894695961533
1210,package_cpus_read,56,0.28351490466540136,-1.1054664572817938
765,do_unlinkat,56,0.28404829174625845,1.1042021839591927
347,skb_defer_rx_timestamp,56,0.2844656964209449,1.107462969069837
1309,nldev_get_dumpit,56,0.28462812291713513,1.1125812066774081
1104,get_task_mm,56,0.2851465483416179,1.1016044954269504
1768,napi_gro_frags,56,0.28572079161264685,-1.155703594575516
650,do_select,56,0.2890925812604677,1.1265012780252552
1318,napi_complete_done,56,0.29154568656120566,1.0907303551719887
648,ext4_fc_init_inode,56,0.2930538349157982,-1.0831145208426978
1009,gve_get_recycled_buf_state,56,0.2942847464931413,1.0867924809505514
1398,page_mapping,56,0.2977983150646374,1.072194245790878
843,dquot_alloc_inode,56,0.2991681733480196,-1.0690647788006131
1659,l3mdev_fib_table_rcu,56,0.30030896425058956,1.1073861622387646
604,expr_call_ops_eval,56,0.30194355767691505,1.0627560118909616
989,get_random_u8,56,0.30257953501706814,1.0613162677894405
101,apparmor_sk_free_security,56,0.3025817261724166,1.065234562662465
624,enqueue_to_backlog,56,0.3060474546661065,-1.0535036418807948
497,round_jiffies,56,0.30624804734324584,1.0530536951474583
1507,jbd2_journal_init_jbd_inode,56,0.30789633012518997,-1.0581671058776727
726,delete_from_page_cache_batch,56,0.30848961477816517,1.0480400141513466
304,shmem_get_policy,56,0.30851891107571366,-1.0479746609907352
1015,get_symbol_offset,56,0.3121417481032764,-1.0399270164493315
1533,kfree_skb_reason,56,0.3128701677186622,-1.0469323984992427
756,ext4_ext_try_to_merge_right,56,0.3142677332850143,-1.0352354930477285
599,down_write,56,0.3158717264684299,-1.0317108453993105
1557,lookup_module_symbol_name,56,0.31805209795255246,1.041771428694749
1247,pty_set_lock,56,0.3188194340201909,-1.0252665850093376
1084,follow_down,56,0.31934113289768845,1.0241304664457629
392,set_page_dirty,56,0.3204346978539836,-1.0217532473022835
1749,mem_cgroup_uncharge_skmem,56,0.32228413026909286,1.0260204624336735
1202,gro_pull_from_frag0,56,0.32354364606962127,1.0618863011085773
1382,put_css_set_locked,56,0.32443031247608556,1.0275474463056027
715,ext4_get_group_no_and_offset,56,0.32515895294476904,-1.0115490821078028
540,security_inet_csk_clone,56,0.325175215173392,1.011514138068432
977,flush_work,56,0.32625218659027544,1.0092026975762323
1769,napi_gro_complete.constprop.0,56,0.32641312732859745,1.055137143008704
817,css_task_iter_next,56,0.32792439386070504,-1.0285555588853044
983,folio_copy,56,0.33006529220001546,1.0190583282913226
1267,of_css,56,0.3311901246102589,0.9986729558214696
1204,hash_by_src,56,0.33318967718646086,1.002340829945552
926,find_exception,56,0.33548328561643703,0.9896073269765976
867,csum_partial_copy_nocheck,56,0.3395519760783364,0.9810902121557185
1329,nft_counter_eval,56,0.345060042866648,1.0695735824318602
225,clean_bdev_aliases,56,0.3458628292595354,0.9712829491020359
724,ext4_es_lookup_extent,56,0.3491912270628028,0.9611912244251316
710,do_setitimer,56,0.34940865192543824,1.031937534087121
1252,proc_put_link,56,0.3520378105880272,0.9553874851425257
1532,ksys_write,56,0.3532319222674134,-0.9602280234017929
135,block_dirty_folio,56,0.35352881303483685,-0.955522490453439
622,ext4_sb_block_valid,56,0.35407135031678527,-0.9512611336707985
757,dma_pool_alloc,56,0.354578381682603,0.9502348252552127
558,sock_gen_put,56,0.355149212888366,0.9490805788342397
646,ext4_datasem_ensure_credits,56,0.3552734418167979,0.9488295507150134
104,apparmor_socket_create,56,0.3561264144809838,0.9502359270137675
570,rtnl_unlock,56,0.3567997429624993,0.9457502610514953
657,ext4_fc_del,56,0.357804717373052,0.943727654375654
778,enter_lazy_tlb,56,0.3604053108334988,0.9385116485588233
934,get_user_cpu_mask,56,0.36246137215290264,0.9344059275476364
771,ext4_init_dot_dotdot,56,0.3646079179364906,-0.9301363706990028
825,dma_direct_map_sg,56,0.36481908339325086,0.9297172772742323
287,skb_rbtree_purge,56,0.3675340949220861,0.9243434564273117
1566,inode_dio_wait,56,0.36822484374001685,0.9298111686757751
701,ext4_orphan_add,56,0.3698459172403583,0.9197887821009904
1617,mb_set_bits,56,0.3720170745503094,-0.9222542592027797
1632,inet_ehashfn,56,0.37220783750617126,-0.9218755241586979
612,ext4_generic_delete_entry,56,0.3741719486683601,0.9113170514505986
940,hook_path_rmdir,56,0.3760676204220489,0.9076254570999064
1573,inode_sub_bytes,56,0.3763628227474445,0.913659224380027
38,active_load_balance_cpu_stop,56,0.3810536500565289,0.9210433955438762
302,retprobe_show,56,0.38202255551790265,-0.8961092706278994
1152,folio_lruvec_lock_irq,56,0.38316499841932283,0.9025859144114412
830,dev_hard_start_xmit,56,0.38378320107794184,-0.8927273146573073
602,dev_get_by_name_rcu,56,0.38437971557130934,-0.891583831589627
858,ext4_release_io_end,56,0.38487337854686077,-0.8906383992890997
469,rtnl_dump_ifinfo,56,0.3873755726332758,-0.8858586777183165
868,ext4_ext_search_left,56,0.38746548968011385,-0.8856872981175238
1717,is_module_text_address,56,0.38828695026007365,0.9065191340762379
1068,gve_napi_poll_dqo,56,0.38848552860181607,0.9015664878487976
1544,init_special_inode,56,0.3911543399978491,-0.8849024268984227
1620,inet_bhash2_addr_any_hashbucket,56,0.39191958253306325,0.8834348789345742
1123,gate_vma_name,56,0.3921324089378506,0.8768280924447142
892,ext4_es_insert_extent,56,0.3924364493645959,-0.8762533499009978
523,rtnl_dump_all,56,0.39299366318949736,-0.8752007811611372
774,ext4_mb_collect_stats,56,0.39530837374430083,-0.870838794082351
162,check_tty_count.isra.0,56,0.3959432433174348,-0.8723065439195432
203,arch_vma_name,56,0.39729261832057616,0.869759732939049
199,complete_all,56,0.39781818453593987,0.8687693265472906
1328,path_put,56,0.3982524766319051,0.8653148690810405
264,cpuset_common_seq_show,56,0.4013765689898099,-0.8620863122902721
75,cap_task_setscheduler,56,0.40550343488716956,0.8543842595784166
943,fib_select_path,56,0.40686920801699017,0.8823420076034798
606,ext4_get_group_desc,56,0.40857697194321807,0.8461511052627412
1383,pty_open,56,0.40972221500891337,-0.8440447939969535
960,folio_migrate_mapping,56,0.41429362451180396,0.8484045733706722
257,apparmor_path_rmdir,56,0.4163915582443397,0.834306253546909
494,skb_gro_receive,56,0.41747614895758656,0.8615342269251078
882,eventfd_write,56,0.41930667964059787,0.8265638803729013
1750,ipv4_conntrack_in,56,0.41943871267317334,-0.8318830001697719
1134,get_task_policy,56,0.42672718924066677,-0.8132042698846542
870,ext4_init_io_end,56,0.42709279186241755,0.8125498750699169
473,seq_pad,56,0.42844708156171896,-0.8101289022077547
375,sk_reset_timer,56,0.42910215702561916,0.8089596015327767
166,count_rsvd.isra.0,56,0.42927021694692236,0.8109909174807269
1766,napi_get_frags,56,0.42992289429483,0.8375983628021295
941,folio_migrate_ksm,56,0.4324005719767948,0.8149335063265063
1607,insn_get_prefixes,56,0.43266005665189844,-0.8079031703864615
1166,folio_not_mapped,56,0.4328547587445525,0.8141060298087855
1361,napi_gro_receive,56,0.4336290640589806,0.8045815786482916
1261,nfqnl_rcv_nl_event,56,0.43417449164764443,0.7999433731542669
334,security_path_rmdir,56,0.43448078083959496,0.7994010581067248
390,shmem_mmap,56,0.43580788642463886,0.7970540505290455
1090,folio_lock_anon_vma_read,56,0.43631539463248725,0.8078198721863501
961,fib_compute_spec_dst,56,0.43691395151828805,0.8326680438473444
369,shared_cpu_map_show,56,0.4389954304986775,-0.7914350254667745
613,ext4_get_dquots,56,0.4439649509012056,0.7827251916793594
1416,napi_consume_skb,56,0.44516605860472047,0.7806291573652001
605,dquot_free_inode,56,0.4458464533212091,0.7794433634652026
346,skb_add_rx_frag,56,0.44834748240925826,0.7891188441191337
1216,pagecache_isize_extended,56,0.4506892581221501,-0.7710353922662313
1327,ns_to_kernel_old_timeval,56,0.45174136013653654,-0.7692161165017735
794,ext4_put_io_end_defer,56,0.4529342021462005,0.7692808833580693
729,ext4_ext_try_to_merge_up,56,0.45782786311344126,-0.7587420283314499
1122,fib_info_nh_uses_dev,56,0.4620172191514358,0.7855465126195956
116,cgroup_path_ns,56,0.4656349277109356,0.7474518365175253
1754,inet_sock_destruct,56,0.467485856639277,-0.7503779483445263
160,child_wait_callback,56,0.46978558702241446,-0.741594845818714
1638,jbd2_journal_wait_updates,56,0.4706748172922609,-0.7414524291126982
690,dma_map_page_attrs,56,0.47281740502299174,0.7333020805190751
1098,free_pages,56,0.4728832659519493,0.7331913805798571
120,arch_report_meminfo,56,0.4781378740512904,-0.7263141450103475
952,gve_clean_tx_done_dqo,56,0.4824187597961259,0.7485689920152181
373,raw_local_deliver,56,0.48419163665507814,0.7143182858321664
1228,netlink_sock_destruct,56,0.48476719921500633,0.7133647049845745
261,cgroup_sk_free,56,0.4901669697074408,0.7062879743947454
1425,nsfs_evict,56,0.4919528048030801,-0.7015151800626707
1765,new_inode,56,0.4931710657486835,-0.7295140909636856
1074,gve_try_tx_skb,56,0.49396408056552893,0.7518454509742144
745,dma_direct_unmap_sg,56,0.49413033216414537,0.6979442620336341
693,event_sched_in,56,0.4944713657031956,0.6973858311869532
23,apparmor_socket_sock_rcv_skb,56,0.49943133699753983,0.6910614848457037
167,arch_jump_entry_size,56,0.50010930600968,-0.6899537113836586
270,cancel_delayed_work,56,0.504641525582717,-0.7031975160549339
919,find_get_context,56,0.5097898432256001,0.6725276112021907
700,ext4_es_free_extent,56,0.5103486924630534,0.6716288634464732
435,put_user_ifreq,56,0.5117869991272429,0.6693183262891036
1153,get_gate_vma,56,0.516528938685805,0.6617266359577917
1642,init_aggr_kprobe,56,0.5253489264631886,0.6513817149559422
1343,netdev_pick_tx,56,0.5279702139542698,0.6472037983627345
1350,neigh_fill_info,56,0.5285169247052539,0.6555437603692053
1019,get_l4proto,56,0.5379338374424223,-0.6279329062422452
371,sock_def_error_report,56,0.539900202818627,0.6248658360185619
79,cpuset_cpus_allowed,56,0.5406131916827153,-0.6252651999726513
1285,netif_skb_features,56,0.5419534934583808,0.6216696506025325
1253,number_of_sets_show,56,0.5440709598166444,-0.6183804270375736
1565,mb_find_buddy,56,0.5444137124157746,-0.6212574344385446
1249,part_size_show,56,0.5446751090588453,0.6174432235849256
588,dma_sync_single_for_cpu,56,0.5456234075596725,0.618345095759676
659,ext4_fc_track_create,56,0.5461631392025915,0.6151372613473101
1276,mremap_userfaultfd_prep,56,0.5499944829625043,-0.6092154127843437
1405,pty_unix98_ioctl,56,0.5501726619188667,-0.60894055217265
1419,mremap_userfaultfd_complete,56,0.5506003571468379,0.6082809793781504
8,cd_forget,56,0.5543775720153385,-0.6038986092400611
1035,fifo_open,56,0.5689862344096976,-0.5801791373354995
1767,napi_reuse_skb,56,0.5751939394224527,0.5991343297932252
614,ext4_free_in_core_inode,56,0.5809234018769107,0.5621861125460103
1472,nr_hugepages_show,56,0.5837212278252883,-0.557996303628509
124,cgroup_print_ss_mask,56,0.5846464843278916,0.5578829871010551
1534,inode_io_list_move_locked,56,0.5947130299423642,0.5444277688150362
1237,page_frag_free,56,0.595497789940854,0.5424185063449245
785,ext4_finish_bio,56,0.5958848510924607,0.5447791034352925
1085,if6_seq_show,56,0.6021146671574853,0.5306985833092521
103,copy_from_read_buf,56,0.6022420090755642,-0.531695069253791
508,skb_clone_tx_timestamp,56,0.6027511680188162,0.529761386292393
1651,kill_pid_info,56,0.6091728832109443,-0.5449993253774799
837,ext4_es_scan_range,56,0.6110804462310726,0.5175412464665241
1119,if6_seq_stop,56,0.6139181482876679,-0.5133963488705316
1178,get_unmapped_area,56,0.6144863391915067,0.51256752294812
634,ext4_io_submit,56,0.632918929060198,0.48587331753967306
663,css_task_iter_advance_css_set,56,0.6381935884468837,-0.4849001207346388
1753,insn_init,56,0.6382654119574245,-0.4805406845057558
972,ext4_try_merge_freed_extent.part.0,56,0.6391107879844624,-0.47698750464410117
585,ext4_destroy_inode,56,0.64098286315218,-0.4743086703298923
1378,module_kallsyms_lookup_name,56,0.6433946310923144,-0.47086278537447396
365,security_perf_event_alloc,56,0.6442568350627138,-0.46963230131381606
234,cpu_clustergroup_mask,56,0.6451051358143984,-0.46941669705235983
528,raw_v4_input,56,0.6463288687607505,0.46667824821920284
425,skb_clone,56,0.6476019358723025,0.46486537016354307
136,address_read_file,56,0.6521436387942723,-0.4593763537729761
1079,get_symbol_pos,56,0.654370679595293,0.45525304122069404
850,ext4_free_inodes_set,56,0.6552646076854092,0.4539868637630625
